SALK_209426,chr1:001915143,4.00E-135,W/1915143-1915402,JY502052.1
SALK_086279C1,chr1:001915161,4.00E-83,W/1915161-1915326,JY085926.1
SALK_200626,chr1:001959119,3.00E-11,W/1959119-1959153,JS804382.1
SALK_202187,chr1:001962591,1.00E-109,W/1962591-1962804,JS805069.1
SALK_204098,chr1:002035319,2.00E-102,W/2035319-2035519,JS805816.1
SALK_203778,chr1:002089879,3.00E-64,W/2089879-2090010,JS805656.1
SALK_115995C,chr1:002092721,2.00E-102,W/2092721-2092921,JY502625.1
SALK_208249,chr1:002093045,3.00E-63,W/2093045-2093174,JY126587.1
SALK_208935,chr1:002093657,4.00E-115,W/2093657-2093880,JY126926.1
SALK_112439C,chr1:002108348,3.00E-47,W/2108348-2108448,JY502447.1
SALK_208442,chr1:002110609,6.00E-118,W/2110609-2110837,JY126693.1
SALK_201741,chr1:002164489,2.00E-29,W/2164489-2164735,JS804842.1
SALK_208580,chr1:002186046,8.00E-122,W/2186046-2186281,JY126757.1
SALK_201861,chr1:002210270,7.00E-133,W/2210270-2210525,JS804912.1
SALK_206919,chr1:002211050,9.00E-111,W/2211050-2211265,JS807066.1
SALK_201443,chr1:002245538,1.00E-103,W/2245538-2245740,JS804694.1
SALK_209268,chr1:002295881,3.00E-105,W/2295881-2296086,JY501993.1
SALK_081454C,chr1:002295896,1.00E-89,W/2295896-2296076,JY085867.1
SALK_107141C1,chr1:002368595,1.00E-104,W/2368595-2368799,JY126432.1
SALK_202133,chr1:002378506,5.00E-124,W/2378506-2378745,JS805052.1
SALK_204679,chr1:002411959,3.00E-117,W/2411959-2412186,JS806074.1
SALK_203378,chr1:002411973,1.00E-120,W/2411973-2412206,JS805489.1
SALK_204107,chr1:002434579,2.00E-43,W/2434579-2434672,JS805823.1
SALK_113480C,chr1:002471960,3.00E-47,W/2471960-2472060,JY502490.1
SALK_106208C1,chr1:002491270,1.00E-34,W/2491270-2491347,JY126360.1
SALK_210104,chr1:002535467,8.00E-173,W/2535467-2535794,JY502274.1
SALK_114222C1,chr1:002535676,5.00E-56,W/2535676-2535792,JY086148.1
SALK_208826,chr1:002537076,0,W/2537076-2537434,JY126880.1
SALK_208591,chr1:002537249,2.00E-39,W/2537249-2537341,JY126765.1
SALK_203815,chr1:002539257,1.00E-135,W/2539257-2539517,JS805668.1
SALK_204898,chr1:002650178,2.00E-81,W/2650178-2650340,JS806145.1
SALK_200219,chr1:002650694,5.00E-160,W/2650694-2650998,JS804255.1
SALK_113557C,chr1:002736510,3.00E-47,W/2736510-2736610,JY502499.1
SALK_204591,chr1:002771499,1.00E-120,W/2771499-2771732,JS806043.1
SALK_114779C1,chr1:002854933,3.00E-69,W/2854933-2855073,JY086167.1
SALK_210162,chr1:002855171,1.00E-103,W/2855171-2855373,JY502293.1
SALK_109518C1,chr1:002869205,3.00E-47,W/2869205-2869305,JY502340.1
SALK_201356,chr1:002884081,4.00E-94,W/2884081-2884270,JS804654.1
SALK_205800,chr1:002899987,2.00E-93,W/2899987-2900171,JS806518.1
SALK_106474C,chr1:002958306,7.00E-33,W/2958306-2958383,JY126385.1
SALK_208656,chr1:002969805,3.00E-100,W/2969805-2970001,JY126806.1
SALK_203869,chr1:002995738,1.00E-135,W/2995738-2995998,JS805708.1
SALK_200345,chr1:003001002,3.00E-136,W/3001002-3001263,JS804292.1
SALK_201770,chr1:003020667,2.00E-44,W/3020667-3020937,JS804861.1
SALK_201533,chr1:003033845,2.00E-149,W/3033845-3034130,JS804733.1
SALK_206152,chr1:003110402,1.00E-09,W/3110402-3110434,JS806657.1
SALK_205340,chr1:003118103,7.00E-102,W/3118103-3118302,JS806341.1
SALK_108670C1,chr1:003122181,1.00E-34,W/3122181-3122258,JY126501.1
SALK_209374,chr1:003123809,2.00E-117,W/3123809-3124036,JY502030.1
SALK_084832C1,chr1:003123867,5.00E-51,W/3123867-3123974,JY085904.1
SALK_205508,chr1:003126755,2.00E-119,W/3126755-3126986,JS806409.1
SALK_208624,chr1:003135968,4.00E-105,W/3135968-3136173,JY126787.1
SALK_205438,chr1:003136135,1.00E-104,W/3136135-3136339,JS806385.1
SALK_201335,chr1:003136620,2.00E-91,W/3136620-3136800,JS804641.1
SALK_203398,chr1:003137117,9.00E-127,W/3137117-3137361,JS805501.1
SALK_204163,chr1:003159688,9.00E-12,W/3159688-3159724,JS805852.1
SALK_209423,chr1:003192152,2.00E-91,W/3192152-3192332,JY502051.1
SALK_086195C1,chr1:003192181,3.00E-100,W/3192181-3192377,JY085925.1
SALK_115359C,chr1:003230204,3.00E-47,W/3230204-3230304,JY502596.1
SALK_206749,chr1:003338105,1.00E-119,W/3338105-3338336,JS806997.1
SALK_208697,chr1:003360349,8.00E-96,W/3360349-3360537,JY126826.1
SALK_203038,chr1:003389741,3.00E-106,W/3389741-3389948,JS805365.1
SALK_203761,chr1:003424441,2.00E-108,W/3424441-3424652,JS805648.1
SALK_207096,chr1:003424549,9.00E-111,W/3424549-3424764,JS807157.1
SALK_204301,chr1:003428384,4.00E-94,W/3428384-3428569,JS805923.1
SALK_113106C,chr1:003449521,3.00E-47,W/3449521-3449621,JY502460.1
SALK_206442,chr1:003461678,1.00E-100,W/3461678-3461875,JS806824.1
SALK_207394,chr1:003503448,3.00E-77,W/3503448-3503711,JS807237.1
SALK_202793,chr1:003503503,5.00E-98,W/3503503-3503695,JS805277.1
SALK_202645,chr1:003568670,8.00E-97,W/3568670-3568860,JS805230.1
SALK_205566,chr1:003569748,3.00E-106,W/3569748-3569955,JS806426.1
SALK_207648,chr1:003570702,4.00E-136,W/3570702-3570963,JS807263.1
SALK_209549,chr1:003616141,2.00E-138,W/3616141-3616406,JY502112.1
SALK_206236,chr1:003616692,4.00E-135,W/3616692-3616951,JS806714.1
SALK_207161,chr1:003621788,9.00E-127,W/3621788-3622032,JY127724.1
SALK_105590C1,chr1:003632602,2.00E-78,W/3632602-3632759,JY085986.1
SALK_200375,chr1:003667995,1.00E-135,W/3667995-3668255,JS804306.1
SALK_202938,chr1:003678851,5.00E-88,W/3678851-3679025,JY127662.1
SALK_202788,chr1:003682703,1.00E-104,W/3682703-3682907,JS805274.1
SALK_207458,chr1:003692691,4.00E-136,W/3692691-3692952,JS807245.1
SALK_202209,chr1:003692956,3.00E-136,W/3692956-3693217,JS805076.1
SALK_201703,chr1:003693035,1.00E-109,W/3693035-3693248,JS804818.1
SALK_208522,chr1:003697031,7.00E-112,W/3697031-3697248,JY126730.1
SALK_207225,chr1:003711083,2.00E-114,W/3711083-3711305,JS807193.1
SALK_201337,chr1:003711786,6.00E-87,W/3711786-3711958,JS804642.1
SALK_200494,chr1:003743677,4.00E-140,W/3743677-3743945,JS804345.1
SALK_203182,chr1:003755570,1.00E-131,W/3755570-3755823,JS805424.1
SALK_206891,chr1:003789923,0,W/3789923-3790296,JS807058.1
SALK_109631C,chr1:003822405,2.00E-102,W/3822405-3822605,JY502345.1
SALK_114301C,chr1:003863800,3.00E-47,W/3863800-3863900,JY502541.1
SALK_210172,chr1:003868825,4.00E-150,W/3868825-3869111,JY502299.1
SALK_114859C1,chr1:003868838,1.00E-73,W/3868838-3868986,JY086173.1
SALK_209369,chr1:003868840,2.00E-112,W/3868840-3869058,JY502026.1
SALK_084710C1,chr1:003868843,2.00E-82,W/3868843-3869007,JY085900.1
SALK_200903,chr1:003872862,4.00E-125,W/3872862-3873103,JS804472.1
SALK_205718,chr1:003880086,8.00E-91,W/3880086-3880265,JS806475.1
SALK_106298C,chr1:003901530,2.00E-92,W/3901530-3901712,JY126372.1
SALK_208622,chr1:003906732,2.00E-123,W/3906732-3906970,JY126786.1
SALK_206071,chr1:003913070,2.00E-101,W/3913070-3913268,JS806627.1
SALK_206328,chr1:003946484,2.00E-103,W/3946484-3946686,JS806760.1
SALK_206427,chr1:003967566,2.00E-108,W/3967566-3967777,JS806815.1
SALK_201105,chr1:003969520,7.00E-112,W/3969520-3969737,JS804534.1
SALK_205384,chr1:003977175,9.00E-12,W/3977175-3977211,JS806363.1
SALK_200976,chr1:004023495,0,W/4023495-4023892,JS804489.1
SALK_204250,chr1:004034645,7.00E-118,W/4034645-4034873,JS805897.1
SALK_202761,chr1:004035508,2.00E-101,W/4035508-4035706,JS805268.1
SALK_208796,chr1:004039794,4.00E-135,W/4039794-4040053,JY126871.1
SALK_200290,chr1:004065012,7.00E-44,W/4065012-4065106,JS804272.1
SALK_205784,chr1:004076929,3.00E-85,W/4076929-4077098,JS806507.1
SALK_209008,chr1:004118588,1.00E-135,W/4118588-4118848,JY501888.1
SALK_002581C1,chr1:004118721,2.00E-75,W/4118721-4118875,JY085762.1
SALK_201870,chr1:004225099,7.00E-133,W/4225099-4225354,JS804919.1
SALK_106505C,chr1:004277881,4.00E-68,W/4277881-4278019,JY086005.1
SALK_209613,chr1:004277887,4.00E-115,W/4277887-4278110,JY502131.1
SALK_203423,chr1:004319607,4.00E-130,W/4319607-4319857,JS805508.1
SALK_106170C1,chr1:004321217,1.00E-34,W/4321217-4321294,JY126358.1
SALK_203434,chr1:004344806,3.00E-111,W/4344806-4345022,JS805513.1
SALK_204967,chr1:004358297,6.00E-114,W/4358297-4358522,JS806179.1
SALK_106258C1,chr1:004367700,7.00E-18,W/4367700-4367774,JY126366.1
SALK_202094,chr1:004387982,2.00E-154,W/4387982-4388276,JS805039.1
SALK_206812,chr1:004440864,2.00E-117,W/4440864-4441091,JS807033.1
SALK_206261,chr1:004441147,8.00E-112,W/4441147-4441364,JS806726.1
SALK_203685,chr1:004442054,8.00E-112,W/4442054-4442271,JS805617.1
SALK_204895,chr1:004442371,3.00E-126,W/4442371-4442614,JS806143.1
SALK_206701,chr1:004481788,2.00E-122,W/4481788-4482024,JS806970.1
SALK_114287C,chr1:004528716,2.00E-102,W/4528716-4528916,JY502539.1
SALK_208170,chr1:004529574,4.00E-120,W/4529574-4529806,JY126546.1
SALK_107255C1,chr1:004540374,1.00E-34,W/4540374-4540451,JY126439.1
SALK_109673C,chr1:004556512,3.00E-47,W/4556512-4556612,JY502350.1
SALK_207869,chr1:004612264,0,W/4612264-4612758,JS807294.1
SALK_201885,chr1:004617551,8.00E-117,W/4617551-4617777,JS804931.1
SALK_114155C,chr1:004675518,3.00E-47,W/4675518-4675618,JY502529.1
SALK_206266,chr1:004680959,5.00E-134,W/4680959-4681216,JS806730.1
SALK_204332,chr1:004709995,1.00E-99,W/4709995-4710190,JS805928.1
SALK_205923,chr1:004727541,5.00E-104,W/4727541-4727744,JS806569.1
SALK_206362,chr1:004729878,4.00E-105,W/4729878-4730083,JS806776.1
SALK_204061,chr1:004749437,3.00E-122,W/4749437-4749676,JS805799.1
SALK_202692,chr1:004758136,0,W/4758136-4758551,JS805247.1
SALK_205226,chr1:004779636,3.00E-116,W/4779636-4779861,JS806284.1
SALK_204019,chr1:004819218,3.00E-127,W/4819218-4819463,JS805778.1
SALK_205223,chr1:004834007,2.00E-103,W/4834007-4834209,JS806283.1
SALK_209298,chr1:004837607,2.00E-113,W/4837607-4837827,JY502002.1
SALK_082522C,chr1:004837633,7.00E-138,W/4837633-4837897,JY085876.1
SALK_205516,chr1:004898691,1.00E-115,W/4898691-4898915,JS806413.1
SALK_114104C2,chr1:004921920,3.00E-47,W/4921920-4922020,JY502523.1
SALK_206808,chr1:004938592,2.00E-96,W/4938592-4938781,JS807030.1
SALK_208221,chr1:004948206,8.00E-86,W/4948206-4948376,JY126571.1
SALK_114486C,chr1:004970999,3.00E-47,W/4970999-4971099,JY502551.1
SALK_208894,chr1:004989532,7.00E-107,W/4989532-4989740,JY126903.1
SALK_114088C,chr1:005026440,3.00E-47,W/5026440-5026540,JY502519.1
SALK_203792,chr1:005027666,1.00E-129,W/5027666-5027918,JS805662.1
SALK_207488,chr1:005094522,8.00E-143,W/5094522-5094801,JS807251.1
SALK_204069,chr1:005095326,8.00E-122,W/5095326-5095561,JS805804.1
SALK_207034,chr1:005096192,2.00E-123,W/5096192-5096430,JS807121.1
SALK_206050,chr1:005097744,2.00E-113,W/5097744-5097964,JS806616.1
SALK_200582,chr1:005104523,3.00E-90,W/5104523-5104701,JS804365.1
SALK_208684,chr1:005150818,4.00E-99,W/5150818-5151012,JY126819.1
SALK_202582,chr1:005172194,3.00E-111,W/5172194-5172410,JS805202.1
SALK_203654,chr1:005193384,1.00E-119,W/5193384-5193615,JS805596.1
SALK_205146,chr1:005247209,3.00E-106,W/5247209-5247416,JS806243.1
SALK_208556,chr1:005259382,3.00E-84,W/5259382-5259549,JY126745.1
SALK_205489,chr1:005272339,2.00E-87,W/5272339-5272512,JS806401.1
SALK_201372,chr1:005278334,1.00E-124,W/5278334-5278574,JS804660.1
SALK_207098,chr1:005320235,4.00E-120,W/5320235-5320467,JS807159.1
SALK_205212,chr1:005369804,1.00E-119,W/5369804-5370035,JS806278.1
SALK_105443C1,chr1:005373431,1.00E-34,W/5373431-5373508,JY126319.1
SALK_208945,chr1:005425813,1.00E-119,W/5425813-5426044,JY126931.1
SALK_206066,chr1:005452257,5.00E-109,W/5452257-5452469,JS806625.1
SALK_201206,chr1:005466621,4.00E-125,W/5466621-5466862,JS804590.1
SALK_201488,chr1:005471554,2.00E-107,W/5471554-5471763,JS804708.1
SALK_204413,chr1:005481067,9.00E-117,W/5481067-5481296,JS805960.1
SALK_203642,chr1:005501576,7.00E-138,W/5501576-5501840,JS805591.1
SALK_207019,chr1:005517599,1.00E-120,W/5517599-5517832,JS807116.1
SALK_200514,chr1:005564881,0,W/5564881-5565246,JS804350.1
SALK_204408,chr1:005577253,7.00E-123,W/5577253-5577490,JS805956.1
SALK_201269,chr1:005591283,8.00E-96,W/5591283-5591471,JS804618.1
SALK_203056,chr1:005591399,1.00E-115,W/5591399-5591623,JY127673.1
SALK_203947,chr1:005617640,1.00E-84,W/5617640-5617808,JS805738.1
SALK_205138,chr1:005675208,3.00E-122,W/5675208-5675444,JS806237.1
SALK_203015,chr1:005675445,2.00E-50,W/5675445-5675557,JS805355.1
SALK_203346,chr1:005706114,8.00E-122,W/5706114-5706349,JS805476.1
SALK_202067,chr1:005707087,9.00E-80,W/5707087-5707246,JS805027.1
SALK_203131,chr1:005709478,1.00E-93,W/5709478-5709662,JS805400.1
SALK_107432C1,chr1:005757336,1.00E-34,W/5757336-5757413,JY126451.1
SALK_206776,chr1:005759913,3.00E-69,W/5759913-5760053,JS807011.1
SALK_202614,chr1:005760432,9.00E-117,W/5760432-5760658,JS805214.1
SALK_203597,chr1:005767341,3.00E-126,W/5767341-5767584,JS805575.1
SALK_201466,chr1:005767487,7.00E-112,W/5767487-5767704,JS804700.1
SALK_205329,chr1:005769251,3.00E-95,W/5769251-5769438,JS806337.1
SALK_110389C,chr1:005770677,2.00E-102,W/5770677-5770877,JY502383.1
SALK_206346,chr1:005774856,2.00E-128,W/5774856-5775107,JS806766.1
SALK_207845,chr1:005776113,6.00E-134,W/5776113-5776376,JS807290.1
SALK_203125,chr1:005813739,1.00E-131,W/5813739-5813992,JS805395.1
SALK_204376,chr1:005814872,2.00E-118,W/5814872-5815143,JS805940.1
SALK_201340,chr1:005844272,2.00E-118,W/5844272-5844501,JS804644.1
SALK_200277,chr1:005850034,6.00E-118,W/5850034-5850262,JS804269.1
SALK_208256,chr1:005860545,2.00E-107,W/5860545-5860754,JY126591.1
SALK_203939,chr1:005867472,8.00E-102,W/5867472-5867671,JS805734.1
SALK_200235,chr1:005869824,3.00E-95,W/5869824-5870011,JS804260.1
SALK_113288C,chr1:005926996,3.00E-47,W/5926996-5927096,JY502469.1
SALK_204874,chr1:005951606,6.00E-124,W/5951606-5951845,JS806136.1
SALK_204284,chr1:005951789,4.00E-105,W/5951789-5951994,JS805911.1
SALK_201067,chr1:006029545,3.00E-131,W/6029545-6029797,JS804521.1
SALK_206113,chr1:006031474,9.00E-106,W/6031474-6031680,JS806638.1
SALK_200339,chr1:006053387,1.00E-130,W/6053387-6053638,JS804290.1
SALK_204239,chr1:006060361,3.00E-110,W/6060361-6060575,JS805890.1
SALK_208527,chr1:006067870,2.00E-132,W/6067870-6068124,JY126733.1
SALK_115271C1,chr1:006073120,3.00E-90,W/6073120-6073298,JY086185.1
SALK_210200,chr1:006073327,8.00E-178,W/6073327-6073663,JY502311.1
SALK_200672,chr1:006111693,0,W/6111693-6112088,JS804401.1
SALK_202281,chr1:006124118,2.00E-38,W/6124118-6124202,JS805107.1
SALK_208658,chr1:006129275,8.00E-97,W/6129275-6129468,JY126808.1
SALK_209595,chr1:006137136,2.00E-143,W/6137136-6137410,JY502126.1
SALK_106154C1,chr1:006137278,4.00E-68,W/6137278-6137416,JY086000.1
SALK_209253,chr1:006153533,0,W/6153533-6153882,JY501986.1
SALK_080836C1,chr1:006153646,4.00E-150,W/6153646-6153935,JY085860.1
SALK_202505,chr1:006201753,2.00E-123,C/6201753-6201991,JS805181.1
SALK_207114,chr1:006239898,1.00E-57,W/6239898-6240017,JS807167.1
SALK_206604,chr1:006254399,1.00E-140,W/6254399-6254668,JS806917.1
SALK_203163,chr1:006256502,4.00E-126,W/6256502-6256745,JS805417.1
SALK_201919,chr1:006256636,2.00E-113,W/6256636-6256856,JS804958.1
SALK_208526,chr1:006298113,2.00E-123,W/6298113-6298351,JY126732.1
SALK_106674C,chr1:006302715,1.00E-34,W/6302715-6302792,JY126398.1
SALK_200431,chr1:006328147,2.00E-148,W/6328147-6328430,JS804322.1
SALK_200302,chr1:006434587,2.00E-137,W/6434587-6434850,JS804277.1
SALK_204074,chr1:006443245,3.00E-81,W/6443245-6443407,JS805807.1
SALK_200360,chr1:006452455,3.00E-101,W/6452455-6452653,JS804300.1
SALK_203620,chr1:006458863,9.00E-142,W/6458863-6459134,JS805581.1
SALK_116063C,chr1:006460117,3.00E-47,W/6460117-6460217,JY502634.1
SALK_202821,chr1:006461421,6.00E-128,W/6461421-6461667,JS805289.1
SALK_205276,chr1:006483293,3.00E-157,W/6483293-6483592,JS806315.1
SALK_202885,chr1:006492477,2.00E-113,W/6492477-6492697,JY127658.1
SALK_208168,chr1:006534718,2.00E-137,W/6534718-6534981,JY126545.1
SALK_207117,chr1:006582667,4.00E-110,W/6582667-6582881,JY127719.1
SALK_112374C,chr1:006605790,3.00E-47,W/6605790-6605890,JY502445.1
SALK_106536C,chr1:006614327,1.00E-34,W/6614327-6614404,JY126388.1
SALK_107446C1,chr1:006727380,6.00E-82,W/6727380-6727543,JY126452.1
SALK_208408,chr1:006790179,2.00E-91,W/6790179-6790359,JY126674.1
SALK_209030,chr1:006824368,1.00E-120,W/6824368-6824601,JY501898.1
SALK_003223C1,chr1:006824369,7.00E-148,W/6824369-6824657,JY085772.1
SALK_200351,chr1:006834518,9.00E-137,W/6834518-6834780,JS804296.1
SALK_201666,chr1:006836058,3.00E-105,W/6836058-6836263,JS804797.1
SALK_201743,chr1:006849924,3.00E-32,W/6849924-6850163,JS804844.1
SALK_208766,chr1:006852545,2.00E-92,W/6852545-6852727,JY126856.1
SALK_208371,chr1:006914144,2.00E-123,W/6914144-6914382,JY126654.1
SALK_204983,chr1:006915011,9.00E-101,W/6915011-6915208,JS806182.1
SALK_206517,chr1:006916764,2.00E-122,W/6916764-6917000,JS806871.1
SALK_202995,chr1:006924229,9.00E-127,W/6924229-6924473,JS805351.1
SALK_204070,chr1:006925077,4.00E-130,W/6925077-6925327,JS805805.1
SALK_207042,chr1:006931855,2.00E-117,W/6931855-6932082,JS807128.1
SALK_203858,chr1:006958179,6.00E-134,W/6958179-6958436,JS805701.1
